_time,host,user,EventCode,src_ip,dest_ip,logon_type,status,process_name,new_account,group_name,description
2026-07-22 17:58:00,WS-04,aiyer,4634,192.168.1.104,192.168.1.104,2,,,,,An account was logged off: aiyer at WS-04
2026-07-22 17:59:00,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 17:59:00,WS-05,kverma,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: kverma at WS-05
2026-07-22 17:59:01,DC01,lfernandes,4769,192.168.1.119,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for lfernandes to access FS02
2026-07-22 17:59:02,FS02,lfernandes,4624,192.168.1.119,192.168.1.12,3,0x0,,,,An account was successfully logged on: lfernandes network logon to FS02
2026-07-22 17:59:13,DC01,itadmin3,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: itadmin3 from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:03:13,DC01,gnair,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: gnair from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:05:30,DC01,kverma,4769,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for kverma to access FS01
2026-07-22 18:05:31,FS01,kverma,4624,192.168.1.105,192.168.1.11,3,0x0,,,,An account was successfully logged on: kverma network logon to FS01
2026-07-22 18:06:03,DC01,itadmin2,4769,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for itadmin2 to access FS01
2026-07-22 18:06:04,FS01,itadmin2,4624,192.168.1.112,192.168.1.11,3,0x0,,,,An account was successfully logged on: itadmin2 network logon to FS01
2026-07-22 18:07:13,DC01,svc_sql,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: svc_sql from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:07:55,DC01,svarma,4769,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for svarma to access FS02
2026-07-22 18:07:56,FS02,svarma,4624,192.168.1.113,192.168.1.12,3,0x0,,,,An account was successfully logged on: svarma network logon to FS02
2026-07-22 18:11:13,DC01,ssharma,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: ssharma from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:12:51,DC01,njoshi,4769,192.168.1.110,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for njoshi to access FS01
2026-07-22 18:12:52,FS01,njoshi,4624,192.168.1.110,192.168.1.11,3,0x0,,,,An account was successfully logged on: njoshi network logon to FS01
2026-07-22 18:15:13,DC01,apatel,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: apatel from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:19:13,DC01,dghosh,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: dghosh from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:23:13,DC01,lfernandes,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: lfernandes from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:23:39,DC01,mreddy,4769,192.168.1.111,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for mreddy to access FS01
2026-07-22 18:23:40,FS01,mreddy,4624,192.168.1.111,192.168.1.11,3,0x0,,,,An account was successfully logged on: mreddy network logon to FS01
2026-07-22 18:25:33,DC01,njoshi,4769,192.168.1.110,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for njoshi to access FS02
2026-07-22 18:25:34,FS02,njoshi,4624,192.168.1.110,192.168.1.12,3,0x0,,,,An account was successfully logged on: njoshi network logon to FS02
2026-07-22 18:25:35,DC01,fD'souza,4769,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for fD'souza to access FS01
2026-07-22 18:25:36,FS01,fD'souza,4624,192.168.1.112,192.168.1.11,3,0x0,,,,An account was successfully logged on: fD'souza network logon to FS01
2026-07-22 18:27:13,DC01,rbhat,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: rbhat from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:31:13,DC01,svc_web,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: svc_web from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:35:13,DC01,svarma,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: svarma from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:39:13,DC01,akumar,4624,192.168.1.150,192.168.1.10,3,0x0,,,,An account was successfully logged on: akumar from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 18:43:13,WS-07,akumar,4688,192.168.1.150,192.168.1.107,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,A new process was created by akumar: powershell.exe -nop -w hidden -enc JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAYwB0ACAA
2026-07-22 18:44:13,WS-07,akumar,4672,192.168.1.107,192.168.1.107,,,,,,Special privileges assigned to new logon: akumar (Administrators group) on WS-07
2026-07-22 18:48:13,DC01,akumar,4720,192.168.1.107,192.168.1.10,,0x0,,svc_update,,A user account was created: svc_update by akumar
2026-07-22 18:48:49,DC01,akumar,4728,192.168.1.107,192.168.1.10,,0x0,,svc_update,Domain Admins,A member was added to a security-enabled global group: svc_update added to Domain Admins by akumar
2026-07-22 18:49:31,DC01,svc_update,4624,192.168.1.107,192.168.1.10,3,0x0,,,,An account was successfully logged on: svc_update network logon to DC01
2026-07-22 18:49:46,DC01,svc_update,4672,192.168.1.10,192.168.1.10,,,,,,Special privileges assigned to new logon: svc_update (Administrators group) on DC01
